album,data,musica,letra
Inventário,2021-09-03 00:00:00,INV005: ONTEM FOI DIFÍCIL,"1 Contributor
INV005: ONTEM FOI DIFÍCIL Lyrics
[Letra de ""INV005: ONTEM FOI DIFÍCIL"" com Fresno]
[Verso 1]
Sem querer
Não vi o tempo
Perdi a hora
Não te vi
Eu cheguei tarde
Já foi embora
[Verso 2]
E hoje eu vejo tuas fotos
Ontem foi foda
E como pode
Só faço merda
Só bola fora
[Pré-Refrão]
Minha guerra é não ter alguém pra me ver errar
Pra decepcionar
Minha guerra é não ter ninguém pra pedir desculpas
Fingir aceitar
[Refrão]
Cansei
Cansei
Cansei de esconder
Que não tá
Não tá
Não tá nada bem
Cansei
Cansei
Cansei de esperar o vеnto
O vento
O vento mudar
O vento mudar
O vеnto mudar
[Pós-Refrão]
O vento mudar
[Saída]
Uh
Uh
Uh..."
Inventário,2021-09-03 00:00:00,INV006: HEART IS KING,"1 Contributor
INV006: HEART IS KING Lyrics
[Letra de ""INV006: HEART IS KING"" com Fresno]
[Verso 1]
My apartment’s too tight
Can’t spread my wings
Winter’s too long
Can’t wait for spring
From life to death i’m transfering
‘Cause in this body heart is king
[Verso 2]
Pieces of time
The souls of things
I’m floating through memories that make me sing
I never cared ‘bout diamond rings
‘Cause in this body heart is king
[Solo de Violino]
[Verso 2]
Pieces of time
The souls of things
I’m floating through memories that make me sing
I never cared ‘bout diamond rings
‘Cause in this body heart is king"
Inventário,2021-09-03 00:00:00,INV007: TEU INVERNO FAZ CALOR (Ft. Terno Rei),"2 Contributors
INV007: TEU INVERNO FAZ CALOR Lyrics
[Letra de ""INV007: TEU INVERNO FAZ CALOR"" com Fresno & Terno Rei]
[Verso 1: Lucas Silveira]
Não fugi
Eu nunca tive pronde voltar
Nem dormi
Tinha tanta coisa pra pensar
Teus olhos não me enganam mais
Teus olhos não me enganam mais
[Verso 2: Ale Sater]
Não fugi
Nunca tive pronde voltar
Nem dormi
Tinha tanta coisa pra pensar
Teus olhos não me ganham mais
Teus olhos não me ganham mais
[Ponte: Ale Sater]
Ah, tanta dor eu deixei pra trás
Eu ando só e os meus olhos tão cheios de pranto
E o silêncio é tanta ilusão
Eu quero som (Eu quero som)
[Pré-Refrão: Ale Sater, 
Lucas Silveira
]
E a velocidade
(Ah, quanta dor eu deixei pra trás)
Quero a velocidade
(Ah, quanta dor eu deixei pra trás)
[Refrão: Lucas Silveira]
Tenho uma alma castigada
Tem tanto tempo que eu já nem sinto nada
Tenho uma boca sempre calada
Tem tanto tempo que eu já nem digo nada
[Pós-Refrão: Ale Sater, 
Lucas Silveira
]
Ah, quanta dor eu deixei pra trás
Nesse inverno faz calor
E o silêncio é tanta ilusão
Eu quero som
O teu inverno faz calor"
Inventário,2021-09-03 00:00:00,INV008: SERÁ QUE AINDA TENHO VOCÊ (Ft. SirSir),"1 Contributor
INV008: SERÁ QUE AINDA TENHO VOCÊ Lyrics
[Letra de ""INV008: SERÁ QUE AINDA TENHO VOCÊ"" com Fresno & SirSir]
[Verso 1]
Uh, uh
Será que não dá mais pra ver
Uh, uh
Será que a tua visão nublou
[Verso 2]
Que o mesmo que te conheceu
Sou eu que hoje aqui estou
O que de fora você vê
Do lado de dentro nunca mudou
[Verso 3]
Uh, uh
E eu me pergunto se você
Uh, uh
Me ama do jeito que eu sou
[Verso 4]
Bem antes de me conhecer
Os meus defeitos compreender
Com os meus demônios conviver
Será que еu ainda tenho você?"
Inventário,2021-09-03 00:00:00,INV009: VALA COMUM,"1 Contributor
INV009: VALA COMUM Lyrics
[Letra de ""INV009: VALA COMUM"" com Fresno]
[Verso 1]
Eu durmo fácil
Difícil é acordar
É tanta merda que eu preciso ignorar
[Verso 2]
Eu esqueço fácil
Difícil é perdoar
E o meu sorriso é fácil
Difícil é sustentar
Ai, ai, ai, ai, ai ai ai
[Verso 3]
E até o sucesso é fácil
Difícil é suportar
A dor da queda
Do décimo andar
Ai, ai, ai, ai, ai ai ai
[Ponte]
Nos ombros pesa a decisão
De não ser mais um, de jeito algum
O tempo passa e essa impressão se agrava
E me estraga
[Verso 4]
Eu amo fácil
Difícil é me amar
São más notícias
Que eu tenho pra te dar…
[Refrão]
Nos ombros pesa a decisão
De não ser mais um, de jeito algum
O tempo passa e essa impressão se agrava
Uh...
[Pós-Refrão]
De peito aberto e nada em mãos
Eu sou só mais na vala comum
O tempo passa e atropela com calma
A minha cara"
Inventário,2021-09-03 00:00:00,INV010: ASMA,"1 Contributor
INV010: ASMA Lyrics
[Letra de ""INV010: ASMA"" com Fresno]
[Verso 1]
E veja só onde é que a gente chegou:
Como alguém pode chamar isso de amor?
Se hoje escrevo com navalha
(Em minha pele o que eu preciso esquecer?)
[Verso 2]
Perceba as coisas que você me falou…
Como alguém pode dizer que não mudou?
Se eu sou o fruto da minha falha
(As suas falhas podem definir você)
[Refrão]
E quando acordar...
Aonde vai estar?
Que roupa vai vestir?
Aonde quer chegar?
Não dá pra abandonar
A posse do 'sentir'
Mas hoje estou aqui tеntando te apagar
[Verso 3]
Um mau espírito pegou tua mão
E logo sе apossou do teu coração
E apenas eu fui testemunha
(Mas não me encontro em posição pra te julgar)
[Verso 4]
Pois também tenho um lado escuro só meu
Apenas nunca quis ter visto o seu
E eu sei que não existe nada
(nessa vida que vai nos fazer mudar)
[Refrão]
E quando a dor chegar…
Quem é que vai te ouvir?
Te fazer respirar?
Te devolver o ar?
E quando acabar…
Um corpo pra esquecer
Feridas pra sarar
E o 'adeus' que eu não falei…
[Ponte Instrumental]
[Saída]
Sou um retrato que a tua mão revelou
Cópia barata do que eu acho que eu sou
E sim, amor, eu sei que eu não devia
Querer demais o que eu nem sei o que é...
O que o homem quer de uma mulher?"
Inventário,2021-09-03 00:00:00,INV011: E VEJA SÓ (Ft. Jup do Bairro),"2 Contributors
INV011: E VEJA SÓ Lyrics
[Letra de ""INV011: E VEJA SÓ"" com Fresno & Jup do Bairro]
[Intro]
(E veja só)
[Verso 1: Jup do Bairro]
Adrenalina me acelera e não ando pra frente
Caí num oceano e nado contra a corrente
Me afoguei na ideia que existia a gente
E o laudo já dizia que eu tava sendo inocente
[Verso 2: Jup do Bairro]
Pensei que com o passar dos dias ia ser diferente
Nem vitamina, endorfina, me deixa contente
Eu fui cobaia do seu teste e foi eficiente
Não lembro mais quem eu sou se você está ausente
[Refrão: Lucas Silveira]
Não! Não!
Quem você pensa que eu sou?
Só o pior de mim sobrou
Isso nunca foi amor!
A gente só se acostumou
[Pós-Refrão]
(E veja só)
[Verso 3: Jup do Bairro]
Dopamina contamina até ficar dormente
Minha consciência entrou num modo inconsciente
Santa senta sente o surto sem saber o que sente
E eu fingindo que acredito enquanto você mente
[Verso 4: Jup do Bairro]
Queria pensar no futuro mas não tem presente
Um dia após o outro já não é suficiente
Há dias que eu não durmo e já fiquei doente
É uma patologia o que fez com a minha mente"
Inventário,2021-09-03 00:00:00,INV012: XR3,
Inventário,2021-09-03 00:00:00,INV013: DEIXA ELE ANDAR (Ft. niLL),"1 Contributor
INV013: DEIXA ELE ANDAR Lyrics
[Letra de ""INV013: DEIXA ELE ANDAR"" com Fresno & niLL]
[Verso 1: niLL]
Não havia tinta nessa tela e a
Luz no fim do túnel era a ponta de uma vela hoje
Eu e a minhas correntes, ‘tá gelado’, disse ela antes
Tava ali na fila, agora a gente não espera
[Refrão: niLL]
Se o caminho for estreito eu que passo
Caminhando no deserto, sempre em frente a 10000 passos
Quando chegou a disputa eu mantive o braço
Realizando sonhos, mano, sempre muito fácil, muito fácil
Desestabilizando obstáculos
Eliminando aquele sentimento falso
A garrafa na minha mão, eu sinto o cheiro, é álcool
Taça de champanhe pra quem tiver do lado
[Verso 2: niLL]
Sabe que meu telefone ainda toca e as
Ruas andam me chamando sempre, toda hora
Eu tô te esperando lá de fora, mas
Acho que isso não importa, não agora, yeah
[Ponte: Lucas Silveira]
Nem dá onda isso que você me deu
Quem descaralhou minha cabeça fui eu
E não importa: o que aconteça aconteceu
Em outros bares, outras vidas, outras fodas
Mas na real sabe o que me incomoda?
É sentir que eu sou sempre o que tá fora do lugar
Um carro tão batido não compensa arrumar
Deixa ele andar…
[Refrão: niLL]
Se o caminho for estreito eu que passo
Caminhando no deserto, sempre em frente a 10000 passos
Quando chegou a disputa eu mantive o braço
Realizando sonhos, mano, sempre muito fácil, muito fácil
Desestabilizando obstáculos
Eliminando aquele sentimento falso
A garrafa na minha mão, eu sinto o cheiro, é álcool
Taça de champanhe pra quem tiver do lado"
Inventário,2021-09-03 00:00:00,INV014: EU INVENTEI VOCÊ (Ft. Lio Soares),"1 Contributor
INV014: EU INVENTEI VOCÊ Lyrics
[Letra de ""INV014: EU INVENTEI VOCÊ"" com Fresno & Lio]
[Verso 1: Lucas Silveira]
Você me inventou
Sem saber se podia
Você me conjurou
Pra te fazer companhia
[Verso 2: Lucas Silveira]
E então me arquivou
Quando o real surgia
E tudo que um dia eu fui
Você substituía
[Verso 3: Lio]
Eu enxerguei você
Mais do que eu gostaria
Eu encontrei você
Quando ninguém podia
[Verso 4: Lio]
Eu fiz nascer você
Pra me fazer companhia
Quanto mais eu recriava
Mais cê desaparecia
[Refrão: Lucas Silveira e Lio]
Eu inventei você
Foi tudo fantasia
Saudade de você
Mas cê nem existia
Eu inventei você
Foi tudo fantasia
Saudade de você
Mas cê nem existia
[Refrão: Lio, 
Lucas Silveira e Lio
]
Eu inventei você
Foi tudo fantasia
Saudade dе você
Mas cê nem existia
[Saída: Lucas Silveira]
Será quе existe alguém
Num mundo de mentira
No inferno da invenção
Da história não-vivida
Pra eu compartilhar
A rejeição sofrida
A história abreviada
Que eu contei com a minha vida"
Inventário,2021-09-03 00:00:00,"INV015: DIGA, PARTE 1 (Ft. Mateus Asato)","1 Contributor
INV015: DIGA, PARTE 1 Lyrics
[Letra de ""INV015: DIGA, PARTE 1"" com Fresno & Mateus Asato]
[Verso 1]
Ontem eu sonhei com você
E eu só te liguei porque eu precisava ouvir
[Verso 2]
Aquelas coisas que eram tão normais
Que a gente já não falava mais
Eu queria tanto te ouvir dizer… agora
[Refrão]
Diga que não vai sair da minha vida
Diga que não passa de mentira
Quando dizem que o amor morreu
Diga que o tempo fecha todas as feridas
E que pra nós existe uma saída
Que, nem por um segundo, me esqueceu
[Verso 3]
E hoje acordei sem você
E eu só percebi quando eu senti falta de mim
[Verso 4]
Pois existem coisas que eu queria mais
E tanta coisa pra deixar pra trás
Eu queria tanto te ouvir dizer agora
[Refrão]
Diga que não vai sair da minha vida
Diga que não passa de mentira
Quando dizem que o amor morreu
Diga que o tempo fecha todas as feridas
E que pra nós existe uma saída
Que, nem por um segundo, me esqueceu
[Refrão]
Então diga que não vai sair da minha vida
Diga que não passa de mentira
Quando dizem que o amor morreu
Diga que o tempo fecha todas as feridas
E que pra nós existe uma saída
Que, nem por um segundo, me esqueceu
[Saída]
Diga…
Diga…"
Inventário,2021-09-03 00:00:00,INV016: POST-APOCALYPTIC LIFELINE,"1 Contributor
INV016: POST-APOCALYPTIC LIFELINE Lyrics
[Letra de ""INV016: POST-APOCALYPTIC LIFELINE"" com Fresno]
[Verso 1]
Don’t know how ended up in this car
Uber driver is afraid we’ll throw up
Upwards heading to the sixth floor
Slowly leaning your spinning head on my door
[Ponte]
Dara ra ra ra ra
Dara ra ra ra ra
[Verso 2]
And I’d say something dumb to break the ice
Like ‘darling you should quit wearing Old Spice’
I’d hum to you the last song I wrote
Sipping warmed up Cherry Cokes
In this post-apocalyptic lifeline
[Refrão]
It will be just this time
I swear, just one last time
I won’t pretend I’m fine
I swear, just one last time
[Pós-Refrão]
It will be just this time
I swear, just one last time
[Saída]
Dara ra ra ra ra
Dara ra ra ra ra"
Inventário,2021-09-03 00:00:00,INV017: ELES ODEIAM GENTE COMO NÓS,"3 Contributors
INV017: ELES ODEIAM GENTE COMO NÓS Lyrics
[Letra de ""INV017: ELES ODEIAM GENTE COMO NÓS"" com Fresno]
[Verso 1]
Tanto me falaram pr’eu me aquietar
E coisas que eu devia esconder
Não deve ser difícil ser inofensivo
Dar a outra face pra bater
[Pré-Refrão]
Mas eu não aguento mais
O tempo não é de paz
Pra quem aprendeu a ver
[Refrão]
E quem não viu que a porta do inferno abriu
E eles odeiam gente como nós
E o calafrio que hoje você sentiu
É o medo fazendo a gente mais veloz
[Verso 2]
Tanto nos disseram ‘isso vai passar’
Que é coisa para o tеmpo resolver
E todo o dia a morte tеstar a minha sorte
Mas eu não sou um bicho fácil de abater
[Pré-Refrão]
Mas eu não aguento mais
O tempo não é de paz
Pra quem aprendeu a ver
[Refrão]
E quem não viu que a porta do inferno abriu
E eles odeiam gente como nós
E o calafrio que hoje você sentiu
É o medo fazendo a gente mais veloz
[Pós-Refrão]
Muito mais veloz
[Ponte]
Eu matei meus medos e os enterrei
Sem olhar pros lados cavei, cavei
Eu matei meus medos e os enterrei
Sem olhar pros lados cavei, cavei, cavei
[Refrão]
E quem não viu que a porta do inferno abriu
E eles odeiam gente como nós
E o calafrio que hoje você sentiu
É o medo fazendo a gente mais veloz
[Refrão]
E quem não viu que a porta do inferno abriu
E eles odeiam gente como nós
E o calafrio que hoje você sentiu
É o medo fazendo a gente mais veloz"
Inventário,2021-09-03 00:00:00,INV018: BAKA (Ft. MAGIC OF LiFE（マジックオブライフ）),"3 Contributors
Translations
Romanization
English
INV018: BAKA Lyrics
[Letra de ""INV018: BAKA"" com Fresno & MAGIC OF LiFE]
[Verso 1: Lucas Silveira]
É muito pra dizer
Pra ninguém ouvir
Uma bênção que também é maldição
[Ponte: Lucas Silveira]
Me diz pra quê gritar
E ver esgotar os versos que hoje escorrem das minhas mãos?
[Pré-Refrão: Lucas Silveira]
Ninguém mandou correr sem freios
E essa dor prepara pro que ainda está por vir
[Refrão: Lucas Silveira]
E qual é o meu lugar
Enquanto personagem dessa história?
Vivo ou morto na sua memória?
O sim e o não são navalhas na sua mão (e veja só)
E veja só onde a gente chegou
[Pós-Refrão: Lucas Silveira]
Como alguém pode chamar isso de amor?
Nunca mais…
[Verso 2: Nobuyuki Takatsuto]
沈んでいく
正解も不正解もないシーツの波
溺れていく
強がりを溶かしてく唇に
[Pré-Refrão: Nobuyuki Takatsuto, 
Lucas Silveira
]
優しい鼓動　泳いだ 
(Ninguém! Mandou! Correr! Sem freio!)
激しく真実だけ抱いてほしい
[Refrão: Nobuyuki Takatsuto, 
Lucas Silveira
]
飾りはいいよ
心の鱗を剥がそう
露に青く透き通った
君の瞳へとダイブを
覗いてくれ
(E veja só! Onde a gente chegou!)
話せない大切な弱さを
[Pós-Refrão: Lucas Silveira]
Nunca mais! Nunca mais! Nunca mais!
[Ponte Instrumental]
[Ponte]
あんた ばか?
ばか...
[Ponte Instrumental]
[Refrão: Lucas Silveira, 
Nobuyuki Takatsuto
]
E qual é o meu lugar
Enquanto personagem dessa história?
Vivo ou morto na sua memória?
君の瞳へとダイブを
覗いてくれ
(E veja só! Onde a gente chegou!)
話せない大切な弱さを
Nunca mais!
(Não mais! Nunca mais!)"
Inventário,2021-09-03 00:00:00,INV019: ELEVATOR BEAT,
Inventário,2021-09-03 00:00:00,INV020: AGORA DEIXA,"6 Contributors
INV020: AGORA DEIXA Lyrics
[Letra de ""INV020: AGORA DEIXA"" com Fresno]
[Verso 1]
Se me perguntar o que eu quero da vida
Assim como você já não vejo saída
Você me chama de qualquer lugar
Já tô chegando, não muda nada
Tô na esquina, subindo a escada
[Refrão]
E agora deixa, deixa eu te provar
Que valeu a pena você me esperar
Essa canção não é de amor
Então abre essa porta, por favor
Que do outro lado tem alguém
Querendo saber se você pensou igual também
[Verso 2]
E pode parece que eu já desisti
Que o 
sonho médio
 já me conquistou
Quer o brilho dos mеus olhos já se acinzentou
Que a minha vontadе não é mais desejo
[Pré-Refrão]
E eu com menos da metade da vida pela frente
Vivo movido a ilusões tipo um adolescente
Não tô brincando, vê se não demora
Mais dois minutos e eu vou embora
[Refrão]
E agora deixa, deixa eu te provar
Que valeu a pena você me esperar
Essa canção não é de amor
Então abre essa porta, por favor
Que do outro lado tem alguém
Querendo saber se você pensou igual também
[Refrão]
E agora deixa, deixa eu te provar
Que valeu a pena você me esperar
Essa canção não é de amor
Então abre essa porta, por favor
Que do outro lado tem alguém
Querendo saber se você pensou igual também"
sua alegria foi cancelada,2019-07-05 00:00:00,O Arrocha Mais Triste do Mundo,"8 Contributors
O Arrocha Mais Triste do Mundo Lyrics
[Letra de ""O Arrocha Mais Triste do Mundo""]
[Verso 1]
O medo se apresenta de tal maneira
E logo toma conta da casa inteira
Me deixa inseguro, sem ver futuro
Um surto ansioso, tão prematuro
A sombra me encurrala, tão distraído
Um abraço do escuro, desconhecido
E logo reconheço que eu mereço
Cheguei onde eu cheguei, esse é o preço
[Refrão]
Já faz parte de mim
Sou desde sempre assim
Você não será
A primeira a tentar me mudar
E falhar
[Verso 2]
Só vai ser outra vez dentre um milhão
De vezes que o mundo me disse, ""Não""
Que eu senti inveja, me rebaixei
Que eu me senti um merda, que eu chorei
Que eu não disse nada, ninguém escuta
Que eu engoli a seco, filha da puta
Eu grito alto que você vai pagar
Mas quem é que eu tô tentando enganar?
[Refrão]
Já faz parte de mim
Sou desde sempre assim
Você não será
A primeira a tentar me mudar
E falhar
Já faz parte de mim
Sou desde sempre assim
Você não será
A primeira a tentar me mudar
E falhar"
sua alegria foi cancelada,2019-07-05 00:00:00,We'll Fight Together,"6 Contributors
We’ll Fight Together Lyrics
[Letra de ""We'll Fight Together"" com Fresno]
[Verso 1]
Nasceu para ser um desastre
Então tudo desmoronou
Vi crescer uma parte de mim
Que o meu corpo sempre ignorou
[Pré-Refrão]
Em outros olhos eu enxergo um fogo igual ao meu
A sina que eu persigo, ninguém jamais percorreu
Se vamos todos para o inferno
Então que seja por algo maior
(We'll fight together)
[Refrão]
Eu sou a presa que aprendeu que junto
A gente mata o predador
Acostumado a reconstruir
Tudo que o mundo derrubou
Você se acha forte
Mas não sabe o quanto dói se reerguer
Você não aguentaria nem o primeiro dia
[Verso 2]
""Mereceu""
É o que você diz a quem nunca teve opção
(Posso ouvir)
Bem ao longe a orquestra da destruição
[Pré-Refrão]
Enquanto houver almas perdidas pra arte salvar
Todos altos falantes vão tocar até sangrar
Se já vivemos no inferno
Eu faço dessas chamas o meu lar!
(We'll fight together!)
[Refrão]
Eu sou a presa que aprendeu que junto
A gente mata o predador
(Eu te avisei)
Acostumado a reconstruir
Tudo que o mundo derrubou
(Eu te avisei)
Você se acha forte
Mas não sabe o quanto dói se reerguer
Se eu já venci a morte tantas vezes
O que vai ser de você?
O que vai ser?
[Refrão]
Eu sou a presa que aprendeu que junto
A gente mata o predador (Eu te avisei)
Acostumado a reconstruir
Tudo que o mundo derrubou (Eu te avisei)
Você se acha forte
Mas não sabe o quanto dói se reerguer
Se eu já venci a morte tantas vezes
O que vai ser de você?
O que vai ser?
O que vai ser?
O que vai ser?"
